2017-05-19,5.55
2017-05-22,5.7
2017-05-23,5.91
2017-05-24,5.9
2017-05-25,5.89
2017-05-26,5.71
2017-05-30,5.56
2017-05-31,5.51
2017-06-01,5.47
2017-06-02,5.69
2017-06-05,5.6
2017-06-06,5.62
2017-06-07,5.66
2017-06-08,5.69
2017-06-09,5.78
2017-06-12,5.76
2017-06-13,5.62
2017-06-14,5.79
2017-06-15,5.58
2017-06-16,5.58
2017-06-19,5.63
2017-06-20,5.82
2017-06-21,5.69
2017-06-22,5.52
2017-06-23,5.71
2017-06-26,5.64
2017-06-27,5.74
2017-06-28,5.58
2017-06-29,5.68
2017-06-30,5.62
2017-07-03,5.51
2017-07-05,5.6
2017-07-06,5.48
2017-07-07,5.37
2017-07-10,5.42
2017-07-11,5.37
2017-07-12,5.41
2017-07-13,5.36
2017-07-14,5.34
2017-07-17,5.38
2017-07-18,5.3
2017-07-19,5.29
2017-07-20,5.2
2017-07-21,5.22
2017-07-24,5.19
2017-07-25,5.12
2017-07-26,5.14
2017-07-27,5.23
2017-07-28,5.19
2017-07-31,5.23
2017-08-01,5.1
2017-08-02,5.09
2017-08-03,5.12
2017-08-04,5.13
2017-08-07,5.21
2017-08-08,5.85
2017-08-09,6.19
2017-08-10,6.08
2017-08-11,5.9
2017-08-14,5.88
2017-08-15,5.84
2017-08-16,5.91
2017-08-17,5.95
2017-08-18,5.78
2017-08-21,6.0
2017-08-22,6.05
2017-08-23,5.96
2017-08-24,6.08
2017-08-25,6.21
2017-08-28,6.15
2017-08-29,6.02
2017-08-30,6.13
2017-08-31,6.15
2017-09-01,6.18
2017-09-05,6.29
2017-09-06,6.19
2017-09-07,6.12
2017-09-08,6.01
2017-09-11,5.9
2017-09-12,6.23
2017-09-13,6.31
2017-09-14,6.3
2017-09-15,6.11
2017-09-18,6.18
2017-09-19,6.15
2017-09-20,5.99
2017-09-21,6.06
2017-09-22,6.07
2017-09-25,6.08
2017-09-26,5.97
2017-09-27,6.01
2017-09-28,6.18
2017-09-29,6.23
2017-10-02,6.1
2017-10-03,6.26
2017-10-04,6.42
2017-10-05,6.47
2017-10-06,6.45
2017-10-09,6.39
2017-10-10,6.4
2017-10-11,6.39
2017-10-12,6.39
2017-10-13,6.37
2017-10-16,6.52
2017-10-17,6.34
2017-10-18,6.25
2017-10-19,6.05
2017-10-20,6.11
2017-10-23,6.01
2017-10-24,5.71
2017-10-25,5.6
2017-10-26,5.75
2017-10-27,5.75
2017-10-30,5.78
2017-10-31,5.68
2017-11-01,5.78
2017-11-02,5.62
2017-11-03,5.59
2017-11-06,5.63
2017-11-07,5.95
2017-11-08,4.2
2017-11-09,4.6
2017-11-10,4.37
2017-11-13,4.3
2017-11-14,4.24
2017-11-15,4.15
2017-11-16,4.29
2017-11-17,4.3
2017-11-20,4.31
2017-11-21,4.24
2017-11-22,4.3
2017-11-24,4.33
2017-11-27,4.26
2017-11-28,4.24
2017-11-29,4.34
2017-11-30,4.57
2017-12-01,4.35
2017-12-04,4.39
2017-12-05,4.37
2017-12-06,4.23
2017-12-07,3.71
2017-12-08,3.74
2017-12-11,3.905
2017-12-12,3.93
2017-12-13,4.22
2017-12-14,3.99
2017-12-15,4.0
2017-12-18,4.1
2017-12-19,4.15
2017-12-20,4.06
2017-12-21,4.1
2017-12-22,4.1
2017-12-26,4.11
2017-12-27,4.21
2017-12-28,4.15
2017-12-29,4.19
2018-01-02,4.14
2018-01-03,4.28
2018-01-04,4.25
2018-01-05,4.11
2018-01-08,4.11
2018-01-09,4.07
2018-01-10,3.96
2018-01-11,4.27
2018-01-12,4.34
2018-01-16,4.3
2018-01-17,4.14
2018-01-18,4.14
2018-01-19,4.1
2018-01-22,4.0
2018-01-23,4.05
2018-01-24,4.21
2018-01-25,4.08
2018-01-26,4.11
2018-01-29,4.07
2018-01-30,4.01
2018-01-31,3.9
2018-02-01,3.66
2018-02-02,3.77
2018-02-05,3.64
2018-02-06,3.52
2018-02-07,3.64
2018-02-08,3.83
2018-02-09,3.74
2018-02-12,3.69
2018-02-13,3.73
2018-02-14,3.73
2018-02-15,3.96
2018-02-16,3.9
2018-02-20,3.97
2018-02-21,3.62
2018-02-22,3.92
2018-02-23,3.72
2018-02-26,3.39
2018-02-27,3.27
2018-02-28,3.2
2018-03-01,3.14
2018-03-02,3.6
2018-03-05,3.83
2018-03-06,3.87
2018-03-07,3.86
2018-03-08,3.88
2018-03-09,3.94
2018-03-12,3.95
2018-03-13,4.02
2018-03-14,3.81
2018-03-15,3.81
2018-03-16,3.79
2018-03-19,3.9
2018-03-20,3.92
2018-03-21,3.76
2018-03-22,3.65
2018-03-23,3.63
2018-03-26,3.63
2018-03-27,3.64
2018-03-28,3.6
2018-03-29,3.51
2018-04-02,3.5
2018-04-03,3.36
2018-04-04,3.29
2018-04-05,3.49
2018-04-06,3.41
2018-04-09,3.41
2018-04-10,3.37
2018-04-11,3.27
2018-04-12,3.24
2018-04-13,3.31
2018-04-16,3.31
2018-04-17,3.36
2018-04-18,3.4
2018-04-19,3.42
2018-04-20,3.38
2018-04-23,3.32
2018-04-24,3.27
2018-04-25,3.27
2018-04-26,2.78
2018-04-27,2.86
